ID1;tjul;clim2;v1;v2;v3;v4;v5;v6;v7;v8;v9;v10;v11;v12;v13;v14;v15;v16;v17;v18;v19;v20;v21;v22;v23;v24;v25;v26;v27;v28;v29;v30;v31;v32;v33;v34;v35;v36;v37;v38;v39;v40;v41;v42;v43;v44;v45;v46;v47;v48;v49;v50;v51;v52;v53;v54;v55;v56
1054;17.6;0;0;0.003112033;0.108921162;0;0;0;0;0.032157676;0.004149378;0.182572614;0;0;0;0;0;0;0.033195021;0.002074689;0.001037344;0.03526971;0;0;0;0;0;0.003112033;0;0;0;0;0.007261411;0;0;0;0.014522822;0;0;0;0;0.183609959;0.276970954;0;0;0.03526971;0.019709544;0;0;0.001037344;0.002074689;0.05186722;0;0;0;0;0;0.002074689
1055;17.6;0;0;0.003102378;0.104446743;0;0;0;0;0.045501551;0.001034126;0.154084798;0;0;0;0;0;0;0.015511892;0.001034126;0.005170631;0.04033092;0;0;0;0;0;0;0;0;0;0;0.002068252;0;0;0.002068252;0.001034126;0;0;0;0;0.232678387;0.292657704;0;0;0.041365047;0.018614271;0;0;0.002068252;0.002068252;0.03516029;0;0;0;0;0;0
1056;17.6;0;0;0;0.064516129;0;0;0;0;0.030241935;0.007056452;0.123991936;0;0;0;0;0;0;0.039314516;0.003024194;0;0.036290323;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001008065;0.002016129;0;0;0;0;0.298387097;0.305443548;0;0;0.061491935;0.003024194;0;0;0.002016129;0;0.022177419;0;0;0;0;0;0
1057;17.6;0;0.001017294;0;0.042726348;0;0;0;0;0.006103764;0.004069176;0.054933876;0;0;0;0;0;0;0.011190234;0.001017294;0.001017294;0.238046796;0;0;0;0;0;0;0;0;0;0;0.003051882;0;0;0.001017294;0.003051882;0;0;0;0;0.18311292;0.255340794;0.001017294;0;0.141403866;0.001017294;0;0;0.001017294;0.002034588;0.047812818;0;0;0;0;0;0
1058;17.6;0;0;0.003070624;0.061412487;0;0;0;0;0.018423746;0.006141249;0.075742068;0;0;0;0;0;0;0.039918117;0.002047083;0;0.19037871;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001023541;0.003070624;0;0;0;0;0.17604913;0.203684749;0;0;0.170931423;0.00716479;0;0;0.003070624;0.001023541;0.031729785;0;0;0;0;0;0.005117707
1062;17.2;0;0.003064351;0;0.060265577;0;0;0;0;0.025536261;0.004085802;0.144024515;0;0;0;0;0;0;0.016343207;0;0;0.010214505;0;0;0;0;0;0;0;0;0;0;0.008171604;0;0;0.00102145;0;0;0;0;0;0.241062309;0.419816139;0;0;0.02145046;0;0;0;0.026557712;0;0.018386108;0;0;0;0;0;0
1063;17.2;0;0;0;0.075510204;0;0;0;0;0.047959184;0.010204082;0.089795918;0;0;0;0;0;0;0.01122449;0.002040816;0.001020408;0.016326531;0;0;0;0;0;0;0;0;0;0.001020408;0.002040816;0;0;0;0;0;0;0;0;0.235714286;0.462244898;0;0;0.019387755;0.003061224;0;0;0;0.001020408;0.020408163;0;0;0;0;0;0.001020408
1064;17.6;0;0;0.004241782;0.058324496;0;0;0;0;0.093319194;0.032873807;0.196182397;0;0;0;0;0;0;0.01378579;0.026511135;0;0.046659597;0;0;0;0;0;0.004241782;0;0;0;0;0.015906681;0;0;0;0;0;0;0;0;0.249204666;0.146341463;0;0;0.057264051;0.015906681;0;0;0.006362672;0;0.028632025;0;0;0;0;0;0.004241782
1065;18.2;0;0;0.0041841;0.120292887;0;0;0;0;0.09832636;0.013598326;0.146443515;0;0;0;0;0;0;0.043933054;0.008368201;0;0.036610879;0;0;0;0;0;0.010460251;0;0;0;0;0.006276151;0;0;0;0;0;0;0;0;0.266736402;0.122384937;0;0;0.070083682;0.019874477;0;0;0.00209205;0;0.030334728;0;0;0;0;0;0
1066;17.3;0;0.002028398;0;0.122718053;0;0;0;0;0.045638945;0.00811359;0.265720081;0;0;0;0;0;0;0.00811359;0.012170385;0.002028398;0.024340771;0;0;0;0.003042596;0;0.009127789;0;0;0;0;0.005070994;0;0;0;0;0;0;0;0;0.165314402;0.237322515;0;0;0.032454361;0.015212982;0;0;0.014198783;0.002028398;0.023326572;0;0;0;0;0;0.002028398
1067;17.3;0;0.00305499;0;0.221995927;0;0;0;0;0.051934827;0.00407332;0.262729124;0;0;0;0;0;0;0.00712831;0.038696538;0;0.011201629;0;0;0;0.00305499;0;0.00101833;0;0;0;0;0;0;0;0;0;0;0;0;0;0.104887984;0.228105906;0;0;0.032586558;0;0;0;0.015274949;0;0.010183299;0;0;0;0;0;0.00407332
1068;16.6;0;0;0;0.149646107;0;0;0;0;0.080889788;0.028311426;0.335692619;0;0;0;0;0;0;0.015166835;0.010111223;0;0.015166835;0;0;0;0;0;0;0;0;0;0;0.003033367;0;0;0;0;0;0;0;0;0.185035389;0.094034378;0;0;0.028311426;0.010111223;0;0;0.013144591;0;0.028311426;0;0;0;0;0;0.003033367
1069;19.3;0;0;0;0.027867095;0;0;0;0;0.00750268;0.004287245;0.030010718;0;0;0;0;0;0;0.012861736;0.00750268;0;0.052518757;0;0;0;0;0;0.002143623;0;0;0;0;0.024651661;0;0;0.005359057;0;0;0;0;0;0.079314041;0.665594855;0;0;0.056806002;0.004287245;0;0;0.004287245;0;0.015005359;0;0;0;0;0;0
1071;18.2;0;0;0;0.04290429;0;0;0;0;0.189218922;0.03190319;0.060506051;0;0;0;0;0;0;0.123212321;0.00110011;0.00110011;0.03740374;0;0;0;0;0;0.00330033;0;0;0;0;0;0;0;0;0;0;0;0;0;0.056105611;0.170517052;0.00110011;0;0.163916392;0.01650165;0;0;0.03080308;0.00110011;0.066006601;0;0;0;0;0;0.00330033
1072;19.4;0;0;0;0.033405172;0;0;0;0;0.153017241;0.05387931;0.010775862;0;0;0;0;0;0;0.167025862;0;0;0.142241379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032327586;0.11637931;0.002155172;0;0.252155172;0.002155172;0;0;0.012931034;0.005387931;0.010775862;0;0;0;0;0;0.005387931
1073;19.1;0;0;0;0.036598493;0;0;0;0;0.203444564;0.016146394;0.059203445;0;0;0;0;0;0;0.131324004;0.00861141;0;0.051668461;0;0;0;0;0;0.006458558;0;0;0;0.002152853;0;0;0;0.002152853;0;0;0;0;0;0.051668461;0.113024758;0;0;0.203444564;0.00861141;0;0;0.067814855;0.004305705;0.029063509;0;0;0;0;0;0.004305705
1076;19.3;0;0;0.004069176;0.016276704;0;0;0;0;0.052899288;0.027466938;0.034587996;0;0;0;0;0;0;0.06612411;0.009155646;0;0.105798576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.085452696;0.417090539;0;0;0.133265514;0.011190234;0;0;0.014242116;0;0.02034588;0;0;0;0;0;0.002034588
1077;18.6;0;0;0;0.032119914;0;0;0;0;0.264453962;0.021413276;0.251605996;0;0;0;0;0;0;0.070663812;0.070663812;0;0.005353319;0;0;0;0;0;0.021413276;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003211991;0.065310493;0;0;0.078158458;0.042826552;0;0;0.024625268;0;0.042826552;0;0;0;0;0;0.005353319
1081;14.6;0;0;0;0.105210421;0;0;0;0;0.0250501;0;0.133266533;0;0;0;0;0;0;0.00501002;0;0;0.054108216;0;0;0;0.002004008;0;0;0;0;0;0;0;0;0;0;0.002004008;0;0;0;0;0.420841683;0.24248497;0;0;0.00501002;0;0;0;0;0;0.00501002;0;0;0;0;0;0
1082;14.6;0;0;0;0.259334006;0;0;0;0;0.02320888;0.002018163;0.12209889;0;0;0;0;0;0;0.002018163;0;0;0.009081736;0;0;0;0.002018163;0;0;0;0;0;0;0.004036327;0;0;0;0;0;0;0;0;0.266397578;0.277497477;0;0;0.005045409;0.004036327;0;0;0;0;0.02320888;0;0;0;0;0;0
1083;15;0;0;0;0.077001013;0;0;0;0;0.019250253;0.003039514;0.103343465;0;0;0;0;0;0;0.003039514;0.002026342;0.002026342;0.017223911;0;0;0;0.002026342;0;0.003039514;0;0;0;0;0.012158055;0;0;0;0;0;0;0;0;0.369807498;0.351570415;0;0;0.01621074;0;0;0;0;0.002026342;0.01621074;0;0;0;0;0;0
1084;15.5;0;0.005055612;0;0.096056623;0;0;0;0;0.014155713;0.002022245;0;0;0.002022245;0;0;0;0;0.009100101;0;0;0.019211325;0;0;0;0.002022245;0;0;0;0;0;0.002022245;0.037411527;0;0;0;0;0;0;0;0;0.40950455;0.368048534;0;0;0.012133468;0;0;0;0;0;0.021233569;0;0;0;0;0;0
1085;15.4;0;0;0;0.059236948;0;0;0;0;0.017068273;0;0.052208835;0;0;0;0;0;0;0.002008032;0.002008032;0;0.015060241;0;0;0;0.004016064;0;0;0;0;0;0;0;0;0;0;0.002008032;0;0;0;0;0.431726908;0.403614458;0;0;0.004016064;0;0;0;0;0;0.007028112;0;0;0;0;0;0
1086;17.3;0;0;0;0.038306452;0;0;0;0;0.004032258;0.004032258;0.019153226;0;0;0;0;0;0;0.006048387;0;0;0.008064516;0;0;0;0;0;0;0;0;0;0;0.017137097;0;0;0.002016129;0;0;0;0;0;0.493951613;0.39516129;0;0;0.008064516;0;0;0;0;0;0.004032258;0;0;0;0;0;0
1087;16.8;0;0.002020202;0;0.072727273;0;0;0;0;0.02020202;0.002020202;0.058585859;0;0;0;0;0;0;0.005050505;0;0.002020202;0.019191919;0;0;0;0;0;0;0;0;0;0;0.008080808;0;0;0.001010101;0;0;0;0;0;0.415151515;0.375757576;0;0;0.008080808;0;0;0;0;0;0.01010101;0;0;0;0;0;0
1088;17;0;0;0;0.107723577;0;0;0;0;0.015243902;0.004065041;0.129065041;0;0;0;0;0;0;0.008130081;0;0.00304878;0.015243902;0;0;0;0.00101626;0;0;0;0;0;0;0.006097561;0;0;0.00101626;0;0;0;0;0;0.37398374;0.301829268;0.00101626;0;0.010162602;0.00101626;0;0;0;0;0.021341463;0;0;0;0;0;0
1089;16.7;0;0.00102145;0;0.074565884;0;0;0;0;0.012257406;0.003064351;0.079673136;0;0;0;0;0;0;0.006128703;0;0.00102145;0.02247191;0;0;0;0;0;0.00102145;0;0;0;0;0.010214505;0;0;0.00102145;0;0;0;0;0;0.389172625;0.367722166;0;0;0.007150153;0;0;0;0.003064351;0.00102145;0.019407559;0;0;0;0;0;0
1090;16.6;0;0;0;0.068020305;0;0;0;0;0.006091371;0.002030457;0.048730964;0;0;0;0;0;0;0.003045685;0;0.002030457;0.029441624;0;0;0;0;0;0;0;0;0;0;0.003045685;0;0;0;0;0;0;0;0;0.469035533;0.352284264;0;0;0.008121827;0;0;0;0.002030457;0;0.006091371;0;0;0;0;0;0
1091;17.1;0;0;0;0.140101523;0;0;0;0;0.021319797;0.002030457;0.124873096;0;0;0;0;0;0;0.008121827;0.004060914;0.002030457;0.012182741;0;0;0;0;0;0;0;0;0;0;0.004060914;0;0;0;0;0;0;0;0;0.319796954;0.304568528;0;0;0.021319797;0.002030457;0;0;0.002030457;0;0.031472081;0;0;0;0;0;0
1092;17.5;0;0;0;0.054435484;0;0;0;0;0.01108871;0.001008065;0.072580645;0;0;0;0;0;0;0.010080645;0;0;0.009072581;0;0;0;0;0;0;0;0;0;0;0.005040323;0;0;0;0;0;0;0;0;0.365927419;0.442540323;0;0;0.014112903;0;0;0;0.002016129;0;0.012096774;0;0;0;0;0;0
1093;17.6;0;0;0;0.037755102;0;0;0;0;0.004081633;0;0.025510204;0;0;0;0;0;0;0.008163265;0;0;0.010204082;0;0;0;0;0;0;0;0;0;0;0.010204082;0;0;0;0;0;0;0;0;0.393877551;0.495918367;0;0;0.004081633;0;0;0;0;0;0.010204082;0;0;0;0;0;0
1094;17.4;0;0.003036437;0;0.086032389;0;0;0;0;0.029352227;0.006072874;0.112348178;0;0;0;0;0;0;0.005060729;0.002024292;0;0.010121457;0;0;0;0.002024292;0;0;0;0;0;0;0.003036437;0;0;0.002024292;0;0;0;0;0;0.307692308;0.398785425;0;0;0.011133603;0.003036437;0;0;0.003036437;0;0.013157895;0;0;0;0;0;0.002024292
1095;15.6;0;0;0;0.085599194;0;0;0;0;0.010070493;0.005035247;0.105740181;0;0;0;0;0;0;0.002014099;0;0;0.019133938;0;0;0;0;0;0;0;0;0;0;0.003021148;0;0;0;0;0;0;0;0;0.329305136;0.409869084;0;0;0.006042296;0.003021148;0;0;0.002014099;0;0.019133938;0;0;0;0;0;0
1096;15.9;0;0;0;0.032160804;0;0;0;0;0.007035176;0.001005025;0.017085427;0;0;0;0;0;0;0.007035176;0;0;0.014070352;0;0;0;0;0;0;0;0;0;0;0.007035176;0;0;0.001005025;0;0;0;0;0;0.403015075;0.497487437;0.001005025;0;0.003015075;0;0;0;0;0;0.009045226;0;0;0;0;0;0
1097;16;0;0.002014099;0;0.088620342;0;0;0;0;0.013091641;0;0.043303122;0;0;0;0;0;0;0.009063444;0;0;0.013091641;0;0;0;0;0;0;0;0;0;0;0.002014099;0;0;0.002014099;0.002014099;0;0;0;0;0.385699899;0.409869084;0;0;0.006042296;0;0;0;0;0;0.023162135;0;0;0;0;0;0
1098;16;0;0;0;0.070140281;0;0;0;0;0.002004008;0.002004008;0.038076152;0;0;0;0;0;0;0.003006012;0;0;0.013026052;0;0;0;0;0;0.002004008;0;0;0;0;0;0;0;0;0.002004008;0;0;0;0;0.381763527;0.46993988;0;0;0.00501002;0.002004008;0;0;0;0.002004008;0.007014028;0;0;0;0;0;0
1099;15.8;0;0;0;0.134134134;0;0;0;0;0.02002002;0;0.086086086;0;0;0;0;0;0;0.002002002;0;0;0.014014014;0;0;0;0;0;0.002002002;0;0;0;0;0;0;0;0.002002002;0.002002002;0;0;0;0;0.266266266;0.446446446;0;0;0.005005005;0;0;0;0.002002002;0;0.018018018;0;0;0;0;0;0
1100;11.7;0;0.021686747;0.012048193;0.028915663;0;0;0;0;0;0.009638554;0.4;0;0.004819277;0;0.009638554;0;0;0;0.108433735;0;0.014457831;0.002409639;0;0;0.004819277;0.055421687;0;0;0.009638554;0;0;0;0;0;0.031325301;0;0;0.004819277;0;0;0.055421687;0.069879518;0;0;0.045783133;0.004819277;0;0.002409639;0.036144578;0;0.007228916;0;0;0.007228916;0.002409639;0.048192771;0.002409639
1189;18.7;0;0.004761905;0.047619048;0.023809524;0;0;0;0;0.004761905;0.004761905;0.423809524;0;0;0;0;0;0;0.014285714;0.004761905;0.004761905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.052380952;0;0;0.014285714;0.142857143;0;0;0;0.00952381;0;0;0.071428571;0;0;0;0;0;0;0.10952381;0.066666667
1190;18.6;0;0.016326531;0.065306122;0.081632653;0;0;0;0;0.008163265;0.008163265;0.265306122;0;0;0;0;0;0;0.036734694;0;0.053061224;0;0;0;0;0;0.004081633;0.020408163;0;0;0;0.004081633;0.004081633;0;0;0.008163265;0;0;0.028571429;0;0;0.020408163;0.159183674;0;0;0.036734694;0.016326531;0;0;0.081632653;0;0.004081633;0;0;0;0.004081633;0.053061224;0.020408163
1191;18.8;0;0.013100437;0.021834061;0.043668122;0;0;0;0;0.008733624;0.004366812;0.292576419;0;0.008733624;0;0;0;0;0.026200873;0;0.043668122;0;0;0;0;0;0.004366812;0.013100437;0;0;0;0;0;0;0;0;0.004366812;0;0.013100437;0;0;0.004366812;0.23580786;0;0;0.03930131;0.034934498;0;0;0.052401747;0;0.004366812;0;0;0;0.008733624;0.087336245;0.034934498
1192;19;0;0.004424779;0.026548673;0.066371681;0;0;0;0;0.017699115;0.004424779;0.362831858;0;0.008849558;0;0;0;0;0.022123894;0.004424779;0.008849558;0;0;0;0;0;0;0.017699115;0;0;0;0;0;0;0;0.008849558;0;0;0.07079646;0;0;0.008849558;0.150442478;0;0;0;0.004424779;0;0;0.07079646;0;0.004424779;0;0;0;0;0.088495575;0.048672566
1193;18.9;0;0.00952381;0.066666667;0.038095238;0;0;0;0;0.028571429;0;0.40952381;0;0;0;0;0;0;0.028571429;0.019047619;0.038095238;0;0;0;0;0;0;0;0;0;0;0.00952381;0;0;0;0;0;0;0.038095238;0;0;0;0.114285714;0;0;0.00952381;0.028571429;0;0;0.038095238;0;0;0;0;0;0;0.085714286;0.038095238
1194;18.6;0;0.01754386;0.039473684;0.087719298;0;0;0;0;0;0.004385965;0.280701754;0;0.004385965;0;0;0;0;0.00877193;0.004385965;0.01754386;0;0;0;0;0;0;0.00877193;0;0;0;0.004385965;0.004385965;0;0;0.004385965;0;0;0.01754386;0;0;0.021929825;0.23245614;0;0;0.021929825;0;0;0;0.127192983;0;0;0;0;0;0;0.061403509;0.030701754
1234;20.3;0;0;0;0;0;0;0;0;0.12;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1236;21;0;0;0;0;0;0;0;0;0.052687039;0.042149631;0;0;0;0;0;0;0;0.052687039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.180189673;0;0;0;0;0;0;0;0;0;0;0;0
1362;11.9;0;0;0;0.474974464;0;0;0;0;0.010214505;0;0.299284985;0;0;0;0;0;0;0;0;0;0.020429009;0;0;0;0.020429009;0;0;0;0;0;0;0;0;0;0;0.010214505;0;0;0;0;0.103166496;0;0;0;0.030643514;0;0;0;0;0;0.010214505;0;0;0;0;0;0.010214505
1363;11.5;0;0;0;0.510121458;0;0;0;0;0.010121457;0;0.194331984;0;0;0;0;0;0;0;0;0;0.081983806;0;0;0;0.030364372;0;0;0;0;0;0;0;0;0;0;0.010121457;0;0;0;0;0.112348178;0;0;0;0.020242915;0;0;0;0;0;0.020242915;0;0;0;0;0;0
1364;11.7;0;0;0;0.368686869;0;0;0;0;0;0.01010101;0.336363636;0;0;0;0;0;0;0;0;0;0.153535354;0;0;0;0.02020202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04040404;0;0;0;0.02020202;0;0;0;0;0;0.04040404;0;0;0;0;0;0
1365;11.3;0;0;0;0.377263582;0;0;0;0;0;0;0.387323944;0;0;0;0;0;0;0;0;0;0.052313883;0;0;0;0.031187123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.101609658;0;0;0;0.020120724;0;0;0;0;0;0.010060362;0;0;0;0;0;0
1366;11;0;0;0;0.35793731;0;0;0;0;0.010111223;0;0.285136502;0;0;0;0;0;0;0;0;0;0.095045501;0;0;0;0.042467139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.105156724;0;0;0;0.073811931;0;0;0;0;0;0.020222447;0;0;0;0;0;0
1367;10.9;0;0;0;0.296296296;0;0;0;0;0.02002002;0.01001001;0.439439439;0;0;0;0;0;0;0;0;0;0.071071071;0;0;0;0.031031031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.051051051;0;0;0;0.041041041;0;0;0;0;0;0.02002002;0;0;0;0;0;0
1368;11.4;0;0;0;0.297914598;0;0;0;0;0.019860973;0;0.397219464;0;0;0;0;0;0;0;0;0;0.091360477;0;0;0;0.05163853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.061569017;0;0;0;0.041708044;0;0;0;0;0;0.019860973;0;0;0;0;0;0
1369;12.4;0;0;0;0.323353293;0;0;0;0;0.00998004;0;0.313373254;0;0;0;0;0;0;0.00998004;0;0;0.01996008;0;0;0;0.028942116;0;0;0;0;0;0;0.00998004;0;0;0;0.00998004;0;0;0;0;0.215568862;0;0;0;0.01996008;0;0;0;0;0;0.028942116;0;0;0;0;0;0
1370;13.7;0;0;0;0.257257257;0;0;0;0;0;0;0.286286286;0;0;0;0;0;0;0;0;0;0.057057057;0;0;0;0.038038038;0;0;0;0;0;0;0.009009009;0;0;0;0;0;0;0;0;0.286286286;0;0;0;0.038038038;0;0;0;0;0;0.009009009;0;0;0;0;0;0
1371;11.8;0;0;0;0.402;0;0;0;0;0.01;0.01;0.258;0;0;0;0;0;0;0.01;0;0;0.103;0;0;0;0.021;0;0;0;0;0;0;0;0;0;0;0.01;0;0;0;0;0.093;0;0;0;0.052;0;0;0;0;0;0.021;0;0;0;0;0;0
1372;11.7;0;0;0;0.346653347;0;0;0;0;0.00999001;0;0.231768232;0;0;0;0;0;0;0.00999001;0;0;0.168831169;0;0;0;0.052947053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.105894106;0;0;0;0.031968032;0;0;0;0;0;0.031968032;0;0;0;0;0;0
1373;11.6;0;0;0;0.340080972;0;0;0;0;0.010121457;0;0.287449393;0;0;0;0;0;0;0.010121457;0;0;0.12854251;0;0;0;0.031376518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.118421053;0;0;0;0.031376518;0;0;0;0;0;0.021255061;0;0;0;0;0;0
1374;11.3;0;0;0;0.317682318;0;0;0;0;0.022977023;0;0.204795205;0;0;0;0;0;0;0.010989011;0;0;0.204795205;0;0;0;0.022977023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.056943057;0;0;0;0.090909091;0;0;0;0;0;0.056943057;0;0;0;0;0;0
1375;11.3;0;0;0;0.258811682;0;0;0;0;0.011077543;0.011077543;0.202416918;0;0;0;0;0;0;0;0;0;0.190332326;0;0;0;0.056394763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.133937563;0;0;0;0.079556898;0;0;0;0;0;0.045317221;0;0;0;0;0;0
1376;12.8;0;0;0;0.26;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0.06;0;0;0;0.02;0;0;0;0;0;0;0.01;0;0;0;0.01;0;0;0;0;0.28;0;0;0;0.02;0;0;0;0;0;0.03;0;0;0;0;0;0
1377;11.7;0;0;0;0.305893358;0;0;0;0;0.010289991;0.010289991;0.38727783;0;0;0;0;0;0;0;0;0;0.07857811;0;0;0;0.058933583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.087932647;0;0;0;0.040224509;0;0;0;0;0;0.010289991;0;0;0;0;0;0
1378;11.7;0;0;0;0.349859682;0;0;0;0;0.020579981;0.010289991;0.228250702;0;0;0;0;0;0;0;0;0;0.120673527;0;0;0;0.079513564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.110383536;0;0;0;0.049579046;0;0;0;0;0;0.020579981;0;0;0;0;0;0
1379;10.5;0;0;0;0.206959707;0;0;0;0;0.032967033;0.010989011;0.36996337;0;0;0;0;0;0;0;0;0;0.13003663;0;0;0;0.086996337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.108058608;0;0;0;0.032967033;0;0;0;0;0;0.021062271;0;0;0;0;0;0
1380;12.4;0;0;0;0.273;0;0;0;0;0.01;0;0.283;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0.01;0;0;0;0;0.293;0;0;0;0.031;0;0;0;0;0;0.02;0;0;0;0;0;0
1382;9.6;0;0;0;0.47;0;0;0;0;0.01;0.01;0.23;0;0;0;0;0;0;0;0;0;0.06;0;0;0;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12;0.01;0;0;0.06;0;0;0;0;0;0.01;0;0;0;0;0;0
1383;10.7;0;0;0;0.43;0;0;0;0;0.01;0.01;0.25;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12;0.01;0;0;0.05;0;0;0;0;0;0.04;0;0;0;0;0;0
1384;12.4;0;0;0;0.262626263;0;0;0;0;0.01010101;0.01010101;0.292929293;0;0;0;0;0;0;0;0;0;0.060606061;0;0;0;0.03030303;0;0;0;0;0;0;0;0;0;0;0.01010101;0;0;0;0;0.242424242;0;0;0;0.03030303;0;0;0;0;0;0.04040404;0;0;0;0;0;0
1385;9.4;0;0;0;0.156862745;0;0;0;0;0.009803922;0.009803922;0.362745098;0;0;0;0;0;0;0;0;0;0.088235294;0;0;0;0.019607843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.245098039;0.019607843;0;0;0.078431373;0;0;0;0;0;0.009803922;0;0;0;0;0;0
1386;9.2;0;0;0;0.142857143;0;0;0;0;0.040816327;0.010204082;0.285714286;0;0;0;0;0;0;0;0;0;0.12244898;0;0;0;0.051020408;0;0;0;0;0;0;0;0;0;0;0.010204082;0;0;0;0;0.163265306;0.020408163;0;0;0.112244898;0;0;0;0;0;0.040816327;0;0;0;0;0;0
1387;10.1;0;0;0;0.121212121;0;0;0;0;0.090909091;0.01010101;0.191919192;0;0;0;0;0;0;0.01010101;0;0;0.161616162;0;0;0;0.04040404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.111111111;0.050505051;0;0;0.161616162;0;0;0;0;0;0.04040404;0;0;0;0.01010101;0;0
1388;11;0;0;0;0.346938776;0;0;0;0;0.010204082;0.010204082;0.224489796;0;0;0;0;0;0;0;0;0;0.12244898;0;0;0;0.030612245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.112244898;0;0;0;0.102040816;0;0;0;0;0;0.020408163;0;0;0;0;0;0
1390;12;0;0;0;0.297029703;0;0;0;0;0.00990099;0;0.287128713;0;0;0;0;0;0;0;0;0;0.02970297;0;0;0;0.00990099;0;0;0;0;0;0;0;0;0;0;0.00990099;0;0;0;0;0.297029703;0;0;0;0.03960396;0;0;0;0;0;0.00990099;0;0;0;0;0;0
1391;11;0;0;0;0.52;0;0;0;0;0.01;0.01;0.17;0;0;0;0;0;0;0.01;0;0;0.07;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0.01;0;0;0;0;0.14;0.02;0;0;0.01;0;0;0;0;0;0.02;0;0;0;0;0;0
1393;9.5;0;0;0;0.150943396;0;0;0;0;0.009433962;0.009433962;0.254716981;0;0;0;0;0;0;0;0;0;0.254716981;0;0;0;0.066037736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.132075472;0.009433962;0;0;0.08490566;0;0;0;0;0;0.028301887;0;0;0;0;0;0
1398;18.7;0;0.072961373;0.017167382;0.004291845;0;0.034334764;0;0;0;0;0.266094421;0;0;0;0;0;0;0.008583691;0.004291845;0.167381974;0;0;0;0;0;0.004291845;0;0;0;0;0;0;0;0;0.008583691;0;0;0.004291845;0;0;0.274678112;0.0472103;0.004291845;0;0.012875536;0.004291845;0;0;0.012875536;0;0.008583691;0;0;0;0;0.034334764;0.008583691
1399;18.5;0;0.036199095;0.038461538;0;0;0.022624434;0;0;0;0.002262443;0.42760181;0;0.002262443;0;0;0;0;0.002262443;0.002262443;0.115384615;0.009049774;0;0;0;0;0.036199095;0;0;0.002262443;0;0;0;0;0;0;0.00678733;0;0.015837104;0;0;0.194570136;0.033936652;0;0;0.009049774;0.004524887;0;0;0.00678733;0;0.002262443;0;0;0.004524887;0;0.024886878;0
1400;18.6;0;0.047752809;0.005617978;0;0;0.148876405;0;0;0;0.016853933;0.221910112;0;0;0;0;0;0;0;0.005617978;0.174157303;0.002808989;0;0;0;0;0.011235955;0;0.002808989;0.008426966;0;0;0.008426966;0;0;0.025280899;0.002808989;0;0.019662921;0;0;0.171348315;0.005617978;0;0;0.039325843;0.016853933;0;0;0;0;0.011235955;0;0;0.039325843;0;0.014044944;0
1401;18.8;0;0.046052632;0.00877193;0;0;0.024122807;0.002192982;0;0;0;0.410087719;0;0;0;0.002192982;0;0;0;0.004385965;0.083333333;0.002192982;0;0;0;0;0.050438596;0;0.002192982;0.010964912;0;0;0.002192982;0;0;0.004385965;0.002192982;0;0.013157895;0;0;0.195175439;0.054824561;0;0;0.026315789;0;0;0;0.00877193;0;0;0;0;0.006578947;0;0.037280702;0.002192982
